Personnel_Type,BSO,Platform,Job_Specialty,Pay_Grade_Level,BA,Onboard,Gap,Model_Criticality_Score
Civilian,USFF,SHORE,0511,GS-07,2,1,1,40
Civilian,NAVWAR,SHORE,2210,GS-11,5,4,1,48
Civilian,NAVWAR,SHORE,1102,GS-14,7,6,1,68
Civilian,NAVAIR,SHORE,1102,GS-12,9,8,1,60
Civilian,CNP,SHORE,0511,GS-12,9,10,-1,40
Civilian,USFF,SHORE,2210,GS-11,1,2,-1,28
Civilian,USFF,SHORE,2210,GS-11,1,0,1,48
Civilian,USFF,SHORE,0855,GS-13,2,2,0,40
Civilian,NAVSEA,SHORE,0343,GS-12,4,3,1,60
Civilian,NAVWAR,SHORE,1550,GS-11,4,5,-1,28
Civilian,NAVAIR,SHORE,0343,GS-12,8,8,0,40
Civilian,CNP,SHORE,0343,GS-13,8,7,1,60
Civilian,NAVSEA,SHORE,1102,GS-09,5,5,0,28
Civilian,CNP,SHORE,1550,GS-13,2,3,-1,40
Civilian,CNP,SHORE,2210,GS-13,4,3,1,60
Civilian,NAVSEA,SHORE,0343,GS-12,9,8,1,60
Civilian,NAVSEA,SHORE,2210,GS-09,9,10,-1,28
Civilian,CNP,SHORE,1550,GS-11,1,2,-1,28
Civilian,NAVSEA,SHORE,0511,GS-09,2,2,0,28
Civilian,CNP,SHORE,1550,GS-11,4,3,1,48
Civilian,CNP,SHORE,2210,GS-13,7,7,0,40
Civilian,NAVAIR,SHORE,1102,GS-12,5,4,1,60
Civilian,NAVWAR,SHORE,1550,GS-09,9,10,-1,28
Civilian,NAVWAR,SHORE,1550,GS-13,7,7,0,40
Civilian,CNP,SHORE,1550,GS-12,4,3,1,60
Civilian,NAVSEA,SHORE,1550,GS-12,1,1,0,40
Civilian,CNP,SHORE,1550,GS-12,4,5,-1,40
Civilian,CNP,SHORE,1102,GS-15,7,8,-1,48
Civilian,NAVAIR,SHORE,0855,GS-11,8,7,1,48
Civilian,NAVSEA,SHORE,1102,GS-12,7,8,-1,40
Civilian,NAVWAR,SHORE,0511,GS-13,2,3,-1,40
Civilian,NAVWAR,SHORE,0343,GS-09,5,6,-1,28
Civilian,NAVWAR,SHORE,0511,GS-09,4,5,-1,28
Civilian,NAVSEA,SHORE,1102,GS-07,3,4,-1,20
Civilian,NAVWAR,SHORE,1550,GS-15,7,6,1,68
Civilian,NAVAIR,SHORE,1102,GS-13,8,8,0,40
Civilian,USFF,SHORE,1550,GS-11,5,5,0,28
Civilian,NAVSEA,SHORE,0511,GS-07,6,7,-1,20
Civilian,USFF,SHORE,0855,GS-07,8,9,-1,20
Civilian,USFF,SHORE,2210,GS-11,1,2,-1,28
Civilian,NAVSEA,SHORE,0855,GS-12,4,4,0,40
Civilian,NAVSEA,SHORE,1550,GS-09,5,6,-1,28
Civilian,USFF,SHORE,1102,GS-11,3,2,1,48
Civilian,NAVWAR,SHORE,0855,GS-09,8,7,1,48
Civilian,NAVSEA,SHORE,0343,GS-09,2,3,-1,28
Civilian,NAVAIR,SHORE,2210,GS-09,6,6,0,28
Civilian,USFF,SHORE,0343,GS-15,7,6,1,68
Civilian,NAVAIR,SHORE,1102,GS-12,8,9,-1,40
Civilian,CNP,SHORE,0511,GS-12,4,4,0,40
Civilian,USFF,SHORE,0511,GS-09,5,6,-1,28
